datetime,UTM ZONE,UTM LONGITUDE,UTM LATITUDE,ELEVATION,PRESSURE [hPa],AIR TEMPERATURE [degC],AIR RELATIVE HUMIDITY [%],ACCUMULATION CHAMBER,ACK,CO2_LLIMIT [sec],CO2_RLIMIT [sec],CO2_LCONC [ppm],CO2_RCONC [ppm],CO2_SLOPE [ppm/s],CO2_SLOPE_ABS_ERR [ppm/s],CO2_r^2,CO2_FLUX [mol/m2/day],CO2_R^2
2025-12-16 14:20:37,20,643010.9289304501,1774719.3309055762,1289.0,87111.0,298.59,,B,0.5915997085536805,16,101,490.182007,526.059998,0.41117244075663645,0.004343824877538788,,0.24324949611693159,0.9375686274345044
2025-12-16 13:46:31,20,642980.2612951257,1774364.736562197,1406.0,86031.0,297.71999999999997,,B,0.5859724146803784,25,79,475.954987,482.60199,0.015189026695526017,0.008494119857293755,,0.00890035064942211,0.016009721151966083
2025-12-16 12:52:40,20,643056.1925857456,1774187.9727587018,1412.0,85919.0,299.59,,B,0.5815567643636201,22,137,562.896973,663.210999,0.9718478219274984,0.00277280786578829,,0.5651846747739877,0.9747613121928727
2025-12-16 12:58:54,20,643066.914293689,1774134.8215995424,1402.0,85987.0,299.54999999999995,,B,0.5820947523034058,83,144,487.759003,486.132996,-0.008602372088336962,0.007096751300839202,,-0.005007395649982235,0.003264612764383945
2025-12-16 13:03:10,20,643064.945579968,1774141.4476087396,1406.0,85985.0,300.09999999999997,,B,0.5810144198764832,0,57,484.234009,489.139008,0.02510354824817809,0.007843559449395358,,0.014585523522256498,0.018571124850696008
2025-12-14 14:01:00,20,643022.4669450892,1774158.102301854,1396.0,85994.0,298.4,,B,0.5843856495272093,12,130,496.29599,527.156006,0.23116621707021742,0.0026686124980713397,,0.13509021991132686,0.8778905698417597
2025-12-14 14:05:00,20,643044.2067319418,1774121.9509141515,1393.0,86026.0,298.67999999999995,,B,0.5840550695719859,111,216,1268.51001,2651.870117,12.349306790618941,0.0031743232642579135,,7.212675236760744,0.9963420383595324
2025-12-14 14:12:00,20,643018.031732956,1774149.0007929797,1409.0,85990.0,299.4,,B,0.5824067018163461,18,109,491.645996,487.769012,0.03916000257386221,0.003925857565977962,,0.022807047942162713,0.16257008595840272
2025-12-14 14:16:00,20,643023.115279585,1774173.7074514779,1415.0,85966.0,299.25,,B,0.582536002516902,38,100,517.353027,513.827026,-0.09535041330645161,0.006928424943421164,,-0.05554504860587474,0.24853936296114232
2025-12-14 14:19:00,20,643032.877371557,1774169.7871919777,1403.0,85931.0,299.21,,B,0.5823766749808246,25,131,492.838013,520.507996,0.36990877558337776,0.0031299249481165034,,0.21542624277047556,0.4748289844951251
2025-12-14 14:23:00,20,643042.1179969562,1774180.3580901558,1412.0,85886.0,299.84,,B,0.5808486954745169,65,183,3723.580078,4075.879883,3.5528646932559487,0.002668612498071341,,2.0636768222751876,0.8681830599922583
2025-12-14 14:43:00,20,643063.1559551515,1774136.8996105066,1407.0,85959.0,299.4,,B,0.5821967401027015,67,141,565.778992,605.679993,0.32856121880511735,0.005333807470626648,,0.19128727051250974,0.49057844650499105
2025-12-14 13:31:00,20,642984.5268785409,1774283.9931018245,1391.0,86100.0,299.44,,B,0.5830738282768059,54,122,768.679993,973.901001,3.060075472013155,0.0060445308893166865,,1.784249920282664,0.9900551098058428
2025-12-16 14:02:17,20,642953.830447803,1774514.4903254632,1315.0,86635.0,298.13,,B,0.5892748561349943,36,112,530.955994,530.291016,0.032209433434988284,0.00512732873665328,,0.018980209253592395,0.05628745860725215
2025-12-16 15:34:35,20,643224.7991278353,1773677.7695636342,1129.0,88862.0,299.35999999999996,,B,0.6019390580215803,139,232,983.447998,1809.420044,7.061822499931366,0.0038012236207652025,,4.250786783524288,0.31467376923067036
2025-12-16 15:43:13,20,643163.6780678235,1773681.4688559484,1122.0,88834.0,300.76,,B,0.5989483220627873,0,64,519.833008,565.742004,0.6985299887237765,0.0066110735668493134,,0.4183833646566436,0.848340908858052
2025-12-16 15:47:51,20,643153.1946185582,1773681.0692591965,1123.0,88834.0,300.91999999999996,,B,0.5986298595759799,9,64,1508.079956,3076.459961,28.779323244531756,0.008267569167031343,,17.22816223256578,0.9600084302850816
2025-12-16 15:52:22,20,643149.4725032068,1773694.101367625,1128.0,88846.0,301.37,,B,0.5978167409792596,20,129,1902.530029,4230.839844,22.32429054819107,0.003002752533591583,,13.345834620193674,0.8799105574215682
2025-12-14 15:46:00,20,643124.0110814164,1773693.3838349087,1124.0,88906.0,296.41999999999996,,B,0.6082103119070822,3,179,410.329987,522.077026,0.0714117953203717,0.0014710846192151315,,0.04343339030564799,0.11640551389016052
2025-12-14 15:51:00,20,643148.9967898228,1773684.9147483325,1108.0,88894.0,297.7,,B,0.6055134926778022,17,166,604.804993,731.164001,0.773449083137914,0.0018856599871850028,,0.46833385573928216,0.9770081898461093
2025-12-14 15:55:00,20,643144.571404586,1773690.8610278214,1116.0,88898.0,298.33,,B,0.6042619852689537,9,223,605.517029,1184.48999,2.649623235346178,0.0010988480221478369,,1.6010665964050297,0.9934163869486871
2025-12-14 12:30:00,20,643128.2423472491,1774132.008644405,1384.8,86367.0,298.82,,B,0.5860954959088354,17,214,456.074005,478.002014,0.11275533149983104,0.0012433642514515341,,0.0660853919317586,0.7881310586367628
2025-12-14 15:01:00,20,643065.469515289,1774209.497775846,1411.0,85875.0,298.9,,B,0.5826007587472057,12,76,478.399994,497.453003,0.011191424956294015,0.006611073566849314,,0.006520132670999307,0.0010857409843255672
2021-07-04 17:02:41,20,643093.8390437183,1774223.7327724295,1419.0,86032.0,298.46,,B,0.5845263523501257,40,173,446.699005,470.229004,0.21143311573211762,0.0022332920457282866,,0.12358822790491669,0.8801458572760494
2025-12-16 13:25:26,20,642940.0249961473,1774332.3900352858,1425.0,85800.0,299.09999999999997,,B,0.5817027081454951,11,93,480.964996,491.195007,0.10160601893287367,0.00458147169329393,,0.05910449637713506,0.5502235789062242
2025-12-14 12:20:00,20,643128.349340895,1774132.0093349922,1366.0,86638.0,297.98999999999995,,B,0.5895721209800825,63,137,531.013977,533.656006,0.23128804324324112,0.00533380747062665,,0.1363609822122507,0.06329577499251215
2025-12-16 14:42:58,20,643284.4037809612,1774422.1332611926,1253.0,87437.0,297.85999999999996,,B,0.5952690107034058,18,196,480.013,489.729004,0.02836657142259367,0.0014464980543583627,,0.016885740907774834,0.04110007098384849
2025-12-16 13:12:51,20,642931.90841723,1774180.6432336841,1418.0,85896.0,299.66999999999996,,B,0.5812458740909737,0,102,484.996002,491.682007,0.043929282783464876,0.003314020992745724,,0.025533714369664607,0.2714324312016092
2025-12-16 13:17:40,20,642914.3651366171,1774213.1704705236,1406.0,85952.0,300.12,,B,0.5807527296425256,13,87,488.325989,500.665985,0.018597599601706306,0.00533380747062665,,0.010800606733489683,0.008275601040986014
2025-12-14 13:00:00,20,643015.0149488461,1774251.7706925943,1417.0,86058.0,298.82,,B,0.5839985895877193,8,81,2394.23999,5544.339844,36.10673531499443,0.0054423027989671845,,21.086282498573844,0.900572375646732
2025-12-14 13:10:00,20,643024.7149733305,1774240.8793861629,1408.0,85964.0,298.79999999999995,,B,0.5833997426560587,8,94,761.843994,523.208984,-0.16474024533425685,0.004269140373034999,,-0.09610941673310142,0.02262613643066025
2025-12-16 11:12:11,20,643034.6489770813,1774226.8915277068,1417.0,86057.0,302.0,,B,0.5778424858173045,0,130,502.850006,536.146973,0.3042695627342116,0.002310448717696321,,0.1758198804888811,0.8940975724466568
2025-12-16 11:20:15,20,643025.7671182707,1774227.055526415,1416.0,86015.0,301.56,,B,0.578403177205934,0,28,569.689026,651.901978,3.092178052216757,0.022194838080923762,,1.7885256098886286,0.9493430064239736
2025-12-16 12:36:57,20,642985.0112929924,1774225.4649383852,1404.0,85999.0,300.01,,B,0.5812833470144353,0,94,508.902008,514.986023,0.08301633398656244,0.0037413580900981214,,0.04825601247657724,0.43604778700059366
2025-12-16 12:44:11,20,643034.7775021356,1774190.3794499896,1412.0,85936.0,299.59999999999997,,B,0.5816524166885649,16,177,515.111023,547.273987,0.11366421274526893,0.0016800661260159477,,0.06611306403428886,0.6167707475373758
2025-12-16 12:48:57,20,643039.4416085116,1774213.755667779,1415.0,85911.0,299.84,,B,0.5810177709628022,34,112,496.928009,496.809998,-0.03196777076436551,0.004933836829662411,,-0.018573842912161482,0.06087367777394548
2025-12-14 14:51:00,20,643030.5112720574,1774204.8464483495,1416.0,85866.0,299.53999999999996,,B,0.5812950403136582,18,101,506.940002,512.458984,0.06515560913232522,0.0044998959411095265,,0.03787463243723595,0.2742749558959994
2025-12-14 14:56:00,20,643047.828477542,1774207.3923508693,1414.0,85854.0,299.03,,B,0.5822050713648718,31,195,499.821991,511.25,0.04450805675740448,0.0016344539267967634,,0.025912816360756437,0.19446523259743087
2025-12-14 12:45:00,20,643056.8871358859,1774229.5798277764,1419.0,85952.0,298.59999999999997,,B,0.5837090060961646,20,127,454.251007,459.601013,0.0420441992054626,0.0030865520669678195,,0.02454157773032973,0.29103090827826283
2025-12-16 15:02:06,20,643347.4834180162,1774032.4056605434,1217.0,87843.0,298.13,,B,0.5974914432673436,18,202,495.181,516.659973,0.13361406414465066,0.0013767001990558575,,0.07983326002660275,0.4664519397035487
2025-12-14 13:37:00,20,642971.8168622489,1774263.8843715903,1379.0,86144.0,299.14,,B,0.5839568475809449,18,125,486.190002,500.76001,0.12692506283403607,0.0030865520669678204,,0.07411875957157706,0.7085292487323311
2025-12-14 13:43:00,20,642948.2805509843,1774230.2071466818,1405.0,85994.0,299.09,,B,0.5830374730646937,21,193,485.61499,500.713989,0.07694494739976941,0.001522399819768333,,0.04486178769705733,0.7149574225882314
2021-07-04 18:12:34,20,642973.2698700523,1774221.0740677381,1400.0,85922.0,299.07,,B,0.5825882719999527,18,127,514.026978,523.549011,0.11043309547595884,0.0030027525335915815,,0.06433702626494466,0.690903701352203
2025-12-14 13:56:00,20,643006.9763630824,1774187.5446530269,1396.0,85984.0,298.60999999999996,,B,0.5839067666225388,16,141,501.868988,519.937988,0.145501300787401,0.002449336664025238,,0.08495919408214478,0.8328997232793316
2025-12-16 10:16:00,20,643041.470707972,1774264.1123130396,1409.0,86127.0,301.06,,B,0.580118177044997,0,109,611.838989,1065.849976,4.055594797813494,0.0030027525335915824,,2.3527242609407373,0.9972788472105478
2025-12-16 10:22:51,20,643043.3930127354,1774264.677939932,1410.0,86124.0,301.47999999999996,,B,0.5792898199211819,0,92,1002.719971,1334.430054,3.6608417563934186,0.0038627029233750613,,2.1206883618210868,0.9866939950171305
2025-12-16 10:29:51,20,643044.4829278514,1774261.5869060848,1406.0,86122.0,301.48999999999995,,B,0.5792571536776852,82,205,859.801025,1072.689941,1.8600189356947288,0.0025088356843268947,,1.0774292744771259,0.9795753352710842
2025-12-16 10:40:36,20,643054.9076457776,1774254.4622232916,1415.0,86110.0,302.45,,B,0.5773380901867076,0,90,592.796997,994.890015,4.7480913389711805,0.00399075217003319,,2.7412539856736684,0.9829633122200889
2025-12-16 10:48:13,20,643044.9737109698,1774251.8532962967,1413.0,86116.0,302.38,,B,0.5775119793624827,0,56,606.176025,1608.800049,18.923174258296594,0.00805091395137373,,10.928359821730046,0.9927068434452296
2025-12-16 10:59:27,20,643042.8652552515,1774246.9713064944,1414.0,86109.0,302.28,,B,0.5776560723607035,0,37,1671.469971,3706.179932,50.25483160291058,0.01479332025292098,,29.03000864088588,0.975999832552809
2025-12-16 11:07:56,20,643043.769734825,1774239.4532691783,1414.0,86074.0,302.2,,B,0.5775741354104004,0,50,604.268005,1018.109985,7.757382549773758,0.009513029883089882,,4.4804635192333055,0.971741926448233
2025-12-16 11:23:59,20,643032.4213300301,1774240.4865144729,1410.0,86056.0,301.37,,B,0.5790437100343422,0,61,936.635986,1485.280029,8.365645444511596,0.007096751300839179,,4.844074375021888,0.9742299955183069
2025-12-16 11:27:18,20,643026.5908921248,1774248.6366483688,1409.0,86073.0,301.59,,B,0.5787356208668946,0,53,625.51001,793.049988,2.8460584640365885,0.008731210597516786,,1.6471154122076954,0.9056800842810824
2025-12-16 11:31:57,20,643028.0545382631,1774253.9570577368,1413.0,86092.0,301.75,,B,0.578556435953592,30,107,2056.26001,2785.659912,9.089052055691155,0.005029032166497926,,5.258529563537343,0.9583541732180374
2025-12-16 11:37:02,20,643026.789060196,1774284.2656727205,1413.0,86177.0,301.84999999999997,,B,0.578935794500519,0,135,531.541992,509.527008,-0.022489059634559442,0.0021842080380746706,,-0.013019721607103222,0.012533677015195366
2025-12-16 11:40:56,20,643017.1754018251,1774281.769468356,1397.0,86187.0,302.33,,B,0.5780837092175591,20,145,494.507996,508.558014,0.11140003670941268,0.002449336664025238,,0.06439854642794952,0.3008508727502873
2025-12-16 11:46:15,20,642992.1619339433,1774261.470725646,1404.0,86136.0,302.47999999999996,,B,0.577455133546527,145,241,3666.780029,4891.72998,13.680033191760463,0.0036262363040486375,,7.899605393668961,0.9949923190107632
2025-12-16 12:31:55,20,642996.5122913285,1774250.5449098952,1407.0,86040.0,298.47999999999996,,B,0.5845415361586335,0,40,1132.359985,1960.550049,20.30739118919859,0.013199091933711367,,11.870513641108442,0.9909145399447551
2025-12-14 12:48:00,20,643055.695856767,1774248.3818233754,1425.0,85997.0,298.75,,B,0.5837213767037593,21,142,439.860992,445.645996,0.04082493651465225,0.0025707832808821085,,0.023830388146176388,0.2738847217682948
2025-12-14 12:53:00,20,643051.5166270041,1774265.9474451004,1418.0,86002.0,298.97999999999996,,B,0.5833062425885666,70,230,7582.390137,15752.200195,49.604037640861506,0.001695743599076,,28.934344813512748,0.9884942824049987
2025-12-14 13:18:00,20,643017.932202018,1774280.5572528641,1401.0,86084.0,298.65999999999997,,B,0.5844879862009844,0,129,541.52301,572.000977,0.2967994666703057,0.0023371599948844753,,0.17347572257965319,0.9529648359074618
2025-12-14 13:25:00,20,643026.7919741117,1774267.2263345488,1393.0,86057.0,299.22999999999996,,B,0.5831916275668414,44,183,660.401978,823.406006,1.1239194776781622,0.0020912677913812053,,0.6554604294412018,0.9882945198766095
